date,day_sin,day_cos,weekday_sin,weekday_cos,month_sin,month_cos,weekend,holiday,actual_holiday,cash_balance,net_inflow
2020-04-18,-0.4853019625310808,-0.8743466161445822,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998,1,1,0,36583463.89008669,-187628.5277579504
2020-04-19,-0.651372482722222,-0.7587581226927911,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998,1,1,0,37239110.966562375,655647.0764756872
2020-04-20,-0.7907757369376986,-0.6121059825476627,0.0,1.0,0.8660254037844387,-0.4999999999999998,0,0,0,37741611.89652165,502500.92995927576
2020-04-21,-0.8978045395707417,-0.44039415155763423,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,0,0,0,38367861.29349943,626249.3969777708
2020-04-22,-0.9680771188662041,-0.2506525322587213,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,0,0,0,39041010.53515423,673149.241654807
2020-04-23,-0.9987165071710528,-0.05064916883871355,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998,0,0,0,39778676.431451485,737665.8962972536
2020-04-24,-0.9884683243281114,0.15142777750457667,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,0,0,0,40804848.19618222,1026171.7647307368
2020-04-25,-0.9377521321470804,0.3473052528448203,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998,1,1,1,41583335.52149727,778487.3253150448
2020-04-26,-0.8486442574947509,0.5289640103269624,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998,1,1,0,42320895.91199807,737560.3905008048
2020-04-27,-0.72479278722912,0.6889669190756865,0.0,1.0,0.8660254037844387,-0.4999999999999998,0,0,0,43037481.002725184,716585.0907271121
2020-04-28,-0.5712682150947924,0.8207634412072763,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,0,0,0,43757934.91757986,720453.914854676
2020-04-29,-0.3943558551133187,0.9189578116202306,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,0,0,0,44523140.02409913,765205.1065192671
2020-04-30,-0.20129852008866114,0.9795299412524943,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998,0,0,0,44084615.9302988,-438524.0938003295
2020-05-01,0.20129852008866006,0.9795299412524945,-0.433883739117558,-0.9009688679024191,0.49999999999999994,-0.8660254037844387,0,1,1,44699973.05165529,615357.121356496
2020-05-02,0.39435585511331855,0.9189578116202306,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,-0.8660254037844387,1,1,0,45367637.45717249,667664.4055171978
2020-05-03,0.5712682150947923,0.8207634412072763,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387,1,1,0,46035281.92768943,667644.4705169462
2020-05-04,0.72479278722912,0.6889669190756866,0.0,1.0,0.49999999999999994,-0.8660254037844387,0,0,0,38680803.41662354,-7354478.511065895
2020-05-05,0.8486442574947509,0.5289640103269624,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0,0,0,38281274.4221977,-399528.9944258388
2020-05-06,0.9377521321470804,0.3473052528448203,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387,0,0,0,38967873.25315977,686598.8309620665
2020-05-07,0.9884683243281114,0.1514277775045767,0.43388373911755823,-0.900968867902419,0.49999999999999994,-0.8660254037844387,0,0,0,32142190.531658348,-6825682.721501423
2020-05-08,0.9987165071710528,-0.05064916883871264,-0.433883739117558,-0.9009688679024191,0.49999999999999994,-0.8660254037844387,0,0,0,32910347.15644884,768156.6247904927
2020-05-09,0.9680771188662043,-0.2506525322587204,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,-0.8660254037844387,1,1,0,33605848.522843696,695501.3663948568
2020-05-10,0.8978045395707416,-0.4403941515576344,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387,1,1,0,32861642.166811805,-744206.3560318936
2020-05-11,0.7907757369376989,-0.6121059825476626,0.0,1.0,0.49999999999999994,-0.8660254037844387,0,0,0,33491858.64697827,630216.480166467
2020-05-12,0.6513724827222223,-0.758758122692791,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0,0,0,34116449.69320945,624591.0462311801
2020-05-13,0.48530196253108104,-0.8743466161445821,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387,0,0,0,34785300.69554549,668851.0023360377
2020-05-14,0.29936312297335804,-0.9541392564000488,0.43388373911755823,-0.900968867902419,0.49999999999999994,-0.8660254037844387,0,0,0,35482843.16269628,697542.4671507915
2020-05-15,0.10116832198743272,-0.994869323391895,-0.433883739117558,-0.9009688679024191,0.49999999999999994,-0.8660254037844387,0,0,0,35350885.80732576,-131957.3553705249
2020-05-16,-0.10116832198743204,-0.9948693233918952,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,-0.8660254037844387,1,1,0,36054590.79983842,703704.992512669
2020-05-17,-0.2993631229733582,-0.9541392564000488,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387,1,1,0,36697197.81251789,642607.0126794643
2020-05-18,-0.4853019625310808,-0.8743466161445822,0.0,1.0,0.49999999999999994,-0.8660254037844387,0,0,0,37343375.4686913,646177.6561734102
2020-05-19,-0.651372482722222,-0.7587581226927911,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0,0,0,37964657.17895107,621281.7102597659
2020-05-20,-0.7907757369376986,-0.6121059825476627,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387,0,0,0,38636761.36347451,672104.1845234422
2020-05-21,-0.8978045395707417,-0.44039415155763423,0.43388373911755823,-0.900968867902419,0.49999999999999994,-0.8660254037844387,0,0,0,39343631.84283424,706870.4793597256
2020-05-22,-0.9680771188662041,-0.2506525322587213,-0.433883739117558,-0.9009688679024191,0.49999999999999994,-0.8660254037844387,0,0,0,40119923.45520218,776291.6123679455
2020-05-23,-0.9987165071710528,-0.05064916883871355,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,-0.8660254037844387,1,1,0,40807614.30050472,687690.845302541
2020-05-24,-0.9884683243281114,0.15142777750457667,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387,1,1,0,41458725.39752982,651111.097025094
2020-05-25,-0.9377521321470804,0.3473052528448203,0.0,1.0,0.49999999999999994,-0.8660254037844387,0,0,0,42204351.85271259,745626.4551827736
2020-05-26,-0.8486442574947509,0.5289640103269624,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0,0,0,42929695.27575311,725343.4230405227
2020-05-27,-0.72479278722912,0.6889669190756865,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387,0,0,0,43171051.62326442,241356.3475113072
2020-05-28,-0.5712682150947924,0.8207634412072763,0.43388373911755823,-0.900968867902419,0.49999999999999994,-0.8660254037844387,0,0,0,43987619.94452266,816568.3212582405
2020-05-29,-0.3943558551133187,0.9189578116202306,-0.433883739117558,-0.9009688679024191,0.49999999999999994,-0.8660254037844387,0,0,0,44891367.49058458,903747.5460619208
2020-05-30,-0.20129852008866114,0.9795299412524943,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,-0.8660254037844387,1,1,0,45696930.89352012,805563.4029355342
2020-05-31,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387,1,1,0,44993296.9905516,-703633.9029685168
2020-06-01,0.20129852008866006,0.9795299412524945,0.0,1.0,1.2246467991473532e-16,-1.0,0,0,0,45823488.29571916,830191.3051675635
2020-06-02,0.39435585511331855,0.9189578116202306,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0,0,1,1,46330868.40947009,507380.1137509283
2020-06-03,0.5712682150947923,0.8207634412072763,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0,0,0,0,47022776.32816824,691907.918698144
2020-06-04,0.72479278722912,0.6889669190756866,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,0,0,0,47725522.85489679,702746.5267285553
2020-06-05,0.8486442574947509,0.5289640103269624,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,0,0,0,48044106.665165804,318583.8102690172
2020-06-06,0.9377521321470804,0.3473052528448203,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0,1,1,0,48728443.52679444,684336.8616286386
2020-06-07,0.9884683243281114,0.1514277775045767,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,1,1,0,49397256.07061462,668812.5438201799
2020-06-08,0.9987165071710528,-0.05064916883871264,0.0,1.0,1.2246467991473532e-16,-1.0,0,0,0,50040633.87164663,643377.8010320097
2020-06-09,0.9680771188662043,-0.2506525322587204,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0,0,0,0,50660117.082878746,619483.2112321125
2020-06-10,0.8978045395707416,-0.4403941515576344,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0,0,0,0,51330916.5369188,670799.4540400584
2020-06-11,0.7907757369376989,-0.6121059825476626,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,0,0,0,48436817.30155934,-2894099.2353594685
2020-06-12,0.6513724827222223,-0.758758122692791,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,0,0,0,49241264.97852348,804447.6769641367
2020-06-13,0.48530196253108104,-0.8743466161445821,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0,1,1,0,49931875.83309234,690610.8545688621
2020-06-14,0.29936312297335804,-0.9541392564000488,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,1,1,0,50609983.3370572,678107.5039648688
2020-06-15,0.10116832198743272,-0.994869323391895,0.0,1.0,1.2246467991473532e-16,-1.0,0,0,0,50329132.92666378,-280850.4103934306
2020-06-16,-0.10116832198743204,-0.9948693233918952,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0,0,0,0,50970334.999965295,641202.0733015225
2020-06-17,-0.2993631229733582,-0.9541392564000488,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0,0,0,0,51651631.57798809,681296.5780227892
2020-06-18,-0.4853019625310808,-0.8743466161445822,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,0,0,0,52374878.841280654,723247.2632925661
2020-06-19,-0.651372482722222,-0.7587581226927911,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,0,0,0,53178976.86714239,804098.025861736
2020-06-20,-0.7907757369376986,-0.6121059825476627,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0,1,1,0,53871944.48750093,692967.6203585366
2020-06-21,-0.8978045395707417,-0.44039415155763423,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,1,1,0,54541573.27192813,669628.7844272087
2020-06-22,-0.9680771188662041,-0.2506525322587213,0.0,1.0,1.2246467991473532e-16,-1.0,0,0,0,55210270.61463277,668697.342704634
2020-06-23,-0.9987165071710528,-0.05064916883871355,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0,0,0,0,55849922.552450605,639651.9378178346
2020-06-24,-0.9884683243281114,0.15142777750457667,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0,0,0,0,56558331.19699333,708408.6445427261
2020-06-25,-0.9377521321470804,0.3473052528448203,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,0,0,0,50049759.156405285,-6508572.040588047
2020-06-26,-0.8486442574947509,0.5289640103269624,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,0,0,0,50989887.50182334,940128.34541806
2020-06-27,-0.72479278722912,0.6889669190756865,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0,1,1,0,51822404.31566236,832516.8138390235
2020-06-28,-0.5712682150947924,0.8207634412072763,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,1,1,0,52575214.19360761,752809.8779452525
2020-06-29,-0.3943558551133187,0.9189578116202306,0.0,1.0,1.2246467991473532e-16,-1.0,0,0,0,53330950.68302895,755736.4894213383
2020-06-30,-0.20129852008866114,0.9795299412524943,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0,0,0,0,52616032.19081227,-714918.4922166872
2020-07-01,0.20129852008866006,0.9795299412524945,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,0,0,0,53317164.043336265,701131.852524
2020-07-02,0.39435585511331855,0.9189578116202306,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,54059728.83855713,742564.795220864
2020-07-03,0.5712682150947923,0.8207634412072763,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,0,0,0,54863950.14757145,804221.3090143229
2020-07-04,0.72479278722912,0.6889669190756866,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,1,1,0,40053557.55275286,-14810392.59481859
2020-07-05,0.8486442574947509,0.5289640103269624,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,1,1,0,40250534.02365251,196976.4708996497
2020-07-06,0.9377521321470804,0.3473052528448203,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0,0,0,40924409.32802248,673875.3043699743
2020-07-07,0.9884683243281114,0.1514277775045767,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,0,0,0,41573874.81566116,649465.4876386686
2020-07-08,0.9987165071710528,-0.05064916883871264,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,0,0,0,35774469.11646314,-5799405.69919801
2020-07-09,0.9680771188662043,-0.2506525322587204,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,36504604.47995429,730135.3634911469
2020-07-10,0.8978045395707416,-0.4403941515576344,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,0,0,0,37305095.75625758,800491.2763032884
2020-07-11,0.7907757369376989,-0.6121059825476626,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,1,1,0,38003660.37599548,698564.6197379048
2020-07-12,0.6513724827222223,-0.758758122692791,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,1,1,0,38680868.88247924,677208.5064837616
2020-07-13,0.48530196253108104,-0.8743466161445821,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0,0,0,39335199.37488539,654330.4924061443
2020-07-14,0.29936312297335804,-0.9541392564000488,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,0,0,0,39981106.15272626,645906.7778408716
2020-07-15,0.10116832198743272,-0.994869323391895,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,0,0,0,39776665.74136561,-204440.41136065195
2020-07-16,-0.10116832198743204,-0.9948693233918952,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,40515195.38504683,738529.6436812237
2020-07-17,-0.2993631229733582,-0.9541392564000488,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,0,0,0,41312722.59554943,797527.2105025946
2020-07-18,-0.4853019625310808,-0.8743466161445822,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,1,1,0,42024128.39753823,711405.801988803
2020-07-19,-0.651372482722222,-0.7587581226927911,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,1,1,0,42689126.5454679,664998.1479296667
2020-07-20,-0.7907757369376986,-0.6121059825476627,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0,0,0,38039712.43309718,-4649414.112370713
2020-07-21,-0.8978045395707417,-0.44039415155763423,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,0,0,0,38667837.66120309,628125.2281059049
2020-07-22,-0.9680771188662041,-0.2506525322587213,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,0,0,0,39336442.54602416,668604.884821069
2020-07-23,-0.9987165071710528,-0.05064916883871355,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,40057100.42717638,720657.8811522166
2020-07-24,-0.9884683243281114,0.15142777750457667,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,0,0,0,40853491.61588866,796391.1887122837
2020-07-25,-0.9377521321470804,0.3473052528448203,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,1,1,0,41671911.09515632,818419.4792676542
2020-07-26,-0.8486442574947509,0.5289640103269624,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,1,1,0,42440046.90707705,768135.8119207376
2020-07-27,-0.72479278722912,0.6889669190756865,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0,0,0,43184610.14797302,744563.2408959675
2020-07-28,-0.5712682150947924,0.8207634412072763,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,0,0,0,33217973.329063933,-9966636.818909086
2020-07-29,-0.3943558551133187,0.9189578116202306,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,0,0,0,33369336.259000085,151362.92993614828
2020-07-30,-0.20129852008866114,0.9795299412524943,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,34200586.72199103,831250.4629909496
2020-07-31,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,0,0,0,33645915.76149903,-554670.9604920038
2020-08-01,0.20129852008866006,0.9795299412524945,-0.9749279121818236,-0.2225209339563146,-0.8660254037844385,-0.5000000000000004,1,1,0,34253018.73145066,607102.9699516308
2020-08-02,0.39435585511331855,0.9189578116202306,-0.7818314824680299,0.6234898018587334,-0.8660254037844385,-0.5000000000000004,1,1,0,34857608.77754181,604590.0460911458
2020-08-03,0.5712682150947923,0.8207634412072763,0.0,1.0,-0.8660254037844385,-0.5000000000000004,0,0,0,35440720.61002919,583111.8324873842
2020-08-04,0.72479278722912,0.6889669190756866,0.7818314824680298,0.6234898018587336,-0.8660254037844385,-0.5000000000000004,0,0,0,36003654.681304,562934.0712748058
2020-08-05,0.8486442574947509,0.5289640103269624,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,0,0,0,36140691.55078036,137036.86947636885
2020-08-06,0.9377521321470804,0.3473052528448203,0.43388373911755823,-0.900968867902419,-0.8660254037844385,-0.5000000000000004,0,0,0,36804326.12604174,663634.575261377
2020-08-07,0.9884683243281114,0.1514277775045767,-0.433883739117558,-0.9009688679024191,-0.8660254037844385,-0.5000000000000004,0,0,0,37512176.97284394,707850.8468021962
2020-08-08,0.9987165071710528,-0.05064916883871264,-0.9749279121818236,-0.2225209339563146,-0.8660254037844385,-0.5000000000000004,1,1,0,38129913.89565979,617736.9228158486
2020-08-09,0.9680771188662043,-0.2506525322587204,-0.7818314824680299,0.6234898018587334,-0.8660254037844385,-0.5000000000000004,1,1,0,38715048.06997093,585134.1743111396
2020-08-10,0.8978045395707416,-0.4403941515576344,0.0,1.0,-0.8660254037844385,-0.5000000000000004,0,0,0,39283017.81341949,567969.7434485637
2020-08-11,0.7907757369376989,-0.6121059825476626,0.7818314824680298,0.6234898018587336,-0.8660254037844385,-0.5000000000000004,0,0,0,38811871.900188535,-471145.9132309561
2020-08-12,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,0,0,0,39409723.937415205,597852.0372266682
2020-08-13,0.48530196253108104,-0.8743466161445821,0.43388373911755823,-0.900968867902419,-0.8660254037844385,-0.5000000000000004,0,0,0,40047684.007286005,637960.0698707993
2020-08-14,0.29936312297335804,-0.9541392564000488,-0.433883739117558,-0.9009688679024191,-0.8660254037844385,-0.5000000000000004,0,0,0,40951731.89422284,904047.8869368342
2020-08-15,0.10116832198743272,-0.994869323391895,-0.9749279121818236,-0.2225209339563146,-0.8660254037844385,-0.5000000000000004,1,1,1,38644297.83763662,-2307434.0565862134
2020-08-16,-0.10116832198743204,-0.9948693233918952,-0.7818314824680299,0.6234898018587334,-0.8660254037844385,-0.5000000000000004,1,1,0,39231835.1836793,587537.3460426747
2020-08-17,-0.2993631229733582,-0.9541392564000488,0.0,1.0,-0.8660254037844385,-0.5000000000000004,0,0,0,39811562.206330106,579727.0226508101
2020-08-18,-0.4853019625310808,-0.8743466161445822,0.7818314824680298,0.6234898018587336,-0.8660254037844385,-0.5000000000000004,0,0,0,40364804.52787758,553242.3215474666
2020-08-19,-0.651372482722222,-0.7587581226927911,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,0,0,0,40963679.0640928,598874.5362152255
2020-08-20,-0.7907757369376986,-0.6121059825476627,0.43388373911755823,-0.900968867902419,-0.8660254037844385,-0.5000000000000004,0,0,0,41587117.09183661,623438.0277438037
2020-08-21,-0.8978045395707417,-0.44039415155763423,-0.433883739117558,-0.9009688679024191,-0.8660254037844385,-0.5000000000000004,0,0,0,39071651.84430671,-2515465.2475298983
2020-08-22,-0.9680771188662041,-0.2506525322587213,-0.9749279121818236,-0.2225209339563146,-0.8660254037844385,-0.5000000000000004,1,1,0,39681722.35436406,610070.510057354
2020-08-23,-0.9987165071710528,-0.05064916883871355,-0.7818314824680299,0.6234898018587334,-0.8660254037844385,-0.5000000000000004,1,1,0,40269073.764507465,587351.4101434048
2020-08-24,-0.9884683243281114,0.15142777750457667,0.0,1.0,-0.8660254037844385,-0.5000000000000004,0,0,0,40828138.44323963,559064.6787321597
2020-08-25,-0.9377521321470804,0.3473052528448203,0.7818314824680298,0.6234898018587336,-0.8660254037844385,-0.5000000000000004,0,0,0,41472560.49032116,644422.0470815339
2020-08-26,-0.8486442574947509,0.5289640103269624,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,0,0,0,42172742.62395959,700182.1336384255
2020-08-27,-0.72479278722912,0.6889669190756865,0.43388373911755823,-0.900968867902419,-0.8660254037844385,-0.5000000000000004,0,0,0,42899385.26633922,726642.6423796287
2020-08-28,-0.5712682150947924,0.8207634412072763,-0.433883739117558,-0.9009688679024191,-0.8660254037844385,-0.5000000000000004,0,0,0,43715325.6610523,815940.3947130843
2020-08-29,-0.3943558551133187,0.9189578116202306,-0.9749279121818236,-0.2225209339563146,-0.8660254037844385,-0.5000000000000004,1,1,0,44399169.24296164,683843.5819093348
2020-08-30,-0.20129852008866114,0.9795299412524943,-0.7818314824680299,0.6234898018587334,-0.8660254037844385,-0.5000000000000004,1,1,0,45049158.09979214,649988.8568305031
2020-08-31,-2.4492935982947064e-16,1.0,0.0,1.0,-0.8660254037844385,-0.5000000000000004,0,0,0,44214147.167156726,-835010.9326354102
2020-09-01,0.20129852008866006,0.9795299412524945,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,0,0,0,44838235.5946319,624088.427475179
2020-09-02,0.39435585511331855,0.9189578116202306,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,0,0,0,45504111.25492042,665875.6602885153
2020-09-03,0.5712682150947923,0.8207634412072763,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,0,0,0,46197336.22588622,693224.9709657952
2020-09-04,0.72479278722912,0.6889669190756866,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,0,0,0,46964540.38753321,767204.1616469945
2020-09-05,0.8486442574947509,0.5289640103269624,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,1,1,0,47140416.46756084,175876.08002763224
2020-09-06,0.9377521321470804,0.3473052528448203,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16,1,1,0,47801568.73387995,661152.2663191105
2020-09-07,0.9884683243281114,0.1514277775045767,0.0,1.0,-1.0,-1.8369701987210297e-16,0,0,0,48426070.2346043,624501.5007243482
2020-09-08,0.9987165071710528,-0.05064916883871264,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,0,0,0,38900143.86862191,-9525926.365982397
2020-09-09,0.9680771188662043,-0.2506525322587204,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,0,0,0,39565728.85090113,665584.9822792159
2020-09-10,0.8978045395707416,-0.4403941515576344,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,0,0,0,36015534.1557137,-3550194.695187425
2020-09-11,0.7907757369376989,-0.6121059825476626,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,0,0,0,36780050.27898227,764516.1232685654
2020-09-12,0.6513724827222223,-0.758758122692791,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,1,1,0,37436514.95201159,656464.6730293231
2020-09-13,0.48530196253108104,-0.8743466161445821,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16,1,1,0,38077061.88196963,640546.9299580418
2020-09-14,0.29936312297335804,-0.9541392564000488,0.0,1.0,-1.0,-1.8369701987210297e-16,0,0,0,38716433.98029712,639372.0983274892
2020-09-15,0.10116832198743272,-0.994869323391895,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,0,0,0,38401804.07294967,-314629.9073474474
2020-09-16,-0.10116832198743204,-0.9948693233918952,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,0,0,0,39070064.45708093,668260.3841312595
2020-09-17,-0.2993631229733582,-0.9541392564000488,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,0,0,0,36023848.233783126,-3046216.223297804
2020-09-18,-0.4853019625310808,-0.8743466161445822,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,0,0,0,36765922.24929383,742074.0155107008
2020-09-19,-0.651372482722222,-0.7587581226927911,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,1,1,0,37421435.28278009,655513.0334862625
2020-09-20,-0.7907757369376986,-0.6121059825476627,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16,1,1,0,36590677.21162064,-830758.0711594414
2020-09-21,-0.8978045395707417,-0.44039415155763423,0.0,1.0,-1.0,-1.8369701987210297e-16,0,0,0,37216809.5943588,626132.3827381498
2020-09-22,-0.9680771188662041,-0.2506525322587213,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,0,0,0,37803048.45705575,586238.8626969552
2020-09-23,-0.9987165071710528,-0.05064916883871355,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,0,0,0,38466613.62933558,663565.1722798297
2020-09-24,-0.9884683243281114,0.15142777750457667,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,0,0,0,39146994.09875089,680380.4694153075
2020-09-25,-0.9377521321470804,0.3473052528448203,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,0,0,0,40003390.36665334,856396.2679024452
2020-09-26,-0.8486442574947509,0.5289640103269624,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,1,1,0,40743469.79808916,740079.4314358272
2020-09-27,-0.72479278722912,0.6889669190756865,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16,1,1,0,41445088.30531881,701618.5072296435
2020-09-28,-0.5712682150947924,0.8207634412072763,0.0,1.0,-1.0,-1.8369701987210297e-16,0,0,0,42156405.89067648,711317.585357672
2020-09-29,-0.3943558551133187,0.9189578116202306,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,0,0,0,42844897.81585906,688491.9251825851
